id,image,label
1880,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_19.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_19_mask.tif
1881,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_2.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_2_mask.tif
1882,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_20.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_20_mask.tif
1883,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_21.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_21_mask.tif
1884,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_22.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_22_mask.tif
1885,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_23.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_23_mask.tif
1886,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_24.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_24_mask.tif
1887,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_25.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_25_mask.tif
1888,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_26.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_26_mask.tif
1889,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_27.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_27_mask.tif
1890,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_28.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_28_mask.tif
1891,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_29.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_29_mask.tif
1892,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_3.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_3_mask.tif
1893,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_30.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_30_mask.tif
1894,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_31.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_31_mask.tif
1895,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_32.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_32_mask.tif
1896,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_33.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_33_mask.tif
1897,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_34.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_34_mask.tif
1898,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_35.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_35_mask.tif
1899,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_36.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_36_mask.tif
1900,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_4.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_4_mask.tif
1901,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_5.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_5_mask.tif
1902,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_6.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_6_mask.tif
1903,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_7.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_7_mask.tif
1904,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_8.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_8_mask.tif
1905,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_9.tif,./archive/kaggle_3m\TCGA_DU_8166_19970322\TCGA_DU_8166_19970322_9_mask.tif
1906,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_1.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_1_mask.tif
1907,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_10.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_10_mask.tif
1908,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_11.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_11_mask.tif
1909,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_12.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_12_mask.tif
1910,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_13.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_13_mask.tif
1911,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_14.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_14_mask.tif
1912,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_15.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_15_mask.tif
1913,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_16.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_16_mask.tif
1914,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_17.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_17_mask.tif
1915,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_18.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_18_mask.tif
1916,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_19.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_19_mask.tif
1917,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_2.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_2_mask.tif
1918,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_20.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_20_mask.tif
1919,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_21.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_21_mask.tif
1920,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_22.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_22_mask.tif
1921,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_23.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_23_mask.tif
1922,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_24.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_24_mask.tif
1923,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_25.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_25_mask.tif
1924,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_26.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_26_mask.tif
1925,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_27.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_27_mask.tif
1926,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_28.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_28_mask.tif
1927,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_29.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_29_mask.tif
1928,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_3.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_3_mask.tif
1929,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_30.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_30_mask.tif
1930,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_31.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_31_mask.tif
1931,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_32.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_32_mask.tif
1932,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_33.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_33_mask.tif
1933,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_34.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_34_mask.tif
1934,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_35.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_35_mask.tif
1935,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_36.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_36_mask.tif
1936,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_37.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_37_mask.tif
1937,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_4.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_4_mask.tif
1938,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_5.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_5_mask.tif
1939,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_6.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_6_mask.tif
1940,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_7.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_7_mask.tif
1941,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_8.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_8_mask.tif
1942,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_9.tif,./archive/kaggle_3m\TCGA_DU_8167_19970402\TCGA_DU_8167_19970402_9_mask.tif
1943,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_1.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_1_mask.tif
1944,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_10.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_10_mask.tif
1945,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_11.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_11_mask.tif
1946,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_12.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_12_mask.tif
1947,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_13.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_13_mask.tif
1948,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_14.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_14_mask.tif
1949,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_15.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_15_mask.tif
1950,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_16.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_16_mask.tif
1951,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_17.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_17_mask.tif
1952,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_18.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_18_mask.tif
1953,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_19.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_19_mask.tif
1954,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_2.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_2_mask.tif
1955,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_20.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_20_mask.tif
1956,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_21.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_21_mask.tif
1957,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_22.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_22_mask.tif
1958,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_23.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_23_mask.tif
1959,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_24.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_24_mask.tif
1960,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_25.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_25_mask.tif
1961,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_26.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_26_mask.tif
1962,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_27.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_27_mask.tif
1963,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_28.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_28_mask.tif
1964,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_29.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_29_mask.tif
1965,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_3.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_3_mask.tif
1966,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_30.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_30_mask.tif
1967,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_31.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_31_mask.tif
1968,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_32.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_32_mask.tif
1969,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_33.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_33_mask.tif
1970,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_34.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_34_mask.tif
1971,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_35.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_35_mask.tif
1972,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_36.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_36_mask.tif
1973,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_4.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_4_mask.tif
1974,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_5.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_5_mask.tif
1975,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_6.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_6_mask.tif
1976,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_7.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_7_mask.tif
1977,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_8.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_8_mask.tif
1978,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_9.tif,./archive/kaggle_3m\TCGA_DU_8168_19970503\TCGA_DU_8168_19970503_9_mask.tif
1979,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_1.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_1_mask.tif
1980,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_10.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_10_mask.tif
1981,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_11.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_11_mask.tif
1982,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_12.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_12_mask.tif
1983,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_13.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_13_mask.tif
1984,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_14.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_14_mask.tif
1985,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_15.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_15_mask.tif
1986,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_16.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_16_mask.tif
1987,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_17.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_17_mask.tif
1988,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_18.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_18_mask.tif
1989,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_19.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_19_mask.tif
1990,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_2.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_2_mask.tif
1991,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_20.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_20_mask.tif
1992,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_21.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_21_mask.tif
1993,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_22.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_22_mask.tif
1994,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_23.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_23_mask.tif
1995,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_24.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_24_mask.tif
1996,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_25.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_25_mask.tif
1997,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_26.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_26_mask.tif
1998,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_27.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_27_mask.tif
1999,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_28.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_28_mask.tif
2000,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_29.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_29_mask.tif
2001,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_3.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_3_mask.tif
2002,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_30.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_30_mask.tif
2003,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_31.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_31_mask.tif
2004,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_32.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_32_mask.tif
2005,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_33.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_33_mask.tif
2006,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_34.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_34_mask.tif
2007,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_35.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_35_mask.tif
2008,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_36.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_36_mask.tif
2009,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_37.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_37_mask.tif
2010,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_38.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_38_mask.tif
2011,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_4.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_4_mask.tif
2012,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_5.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_5_mask.tif
2013,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_6.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_6_mask.tif
2014,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_7.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_7_mask.tif
2015,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_8.tif,./archive/kaggle_3m\TCGA_DU_A5TP_19970614\TCGA_DU_A5TP_19970614_8_mask.tif
